L,a,b,c,h,r,g,b2
44.55407937199547,51.77095714604676,8.471365207313724,52.45947037755428,0.1621942063925546,183,61,94
47.05407937199547,51.77095714604676,8.471365207313724,52.45947037755428,0.1621942063925546,191,68,100
49.55407937199547,51.77095714604676,8.471365207313724,52.45947037755428,0.1621942063925546,198,75,106
52.05407937199547,51.77095714604676,8.471365207313724,52.45947037755428,0.1621942063925546,206,81,112
54.55407937199547,51.77095714604676,8.471365207313724,52.45947037755428,0.1621942063925546,213,88,118
44.55407937199547,60.70313299377574,9.93295154593596,61.510437176742094,0.1621942063925546,195,45,92
47.05407937199547,60.70313299377574,9.93295154593596,61.510437176742094,0.1621942063925546,202,53,98
49.55407937199547,60.70313299377574,9.93295154593596,61.510437176742094,0.1621942063925546,210,61,104
52.05407937199547,60.70313299377574,9.93295154593596,61.510437176742094,0.1621942063925546,218,69,110
54.55407937199547,60.70313299377574,9.93295154593596,61.510437176742094,0.1621942063925546,225,76,116
44.55407937199547,69.63530884150472,11.394537884558199,70.5614039759299,0.1621942063925546,206,16,90
47.05407937199547,69.63530884150472,11.394537884558199,70.5614039759299,0.1621942063925546,214,30,96
49.55407937199547,69.63530884150472,11.394537884558199,70.5614039759299,0.1621942063925546,222,41,102
52.05407937199547,69.63530884150472,11.394537884558199,70.5614039759299,0.1621942063925546,229,51,108
54.55407937199547,69.63530884150472,11.394537884558199,70.5614039759299,0.1621942063925546,237,60,114
44.55407937199547,78.5674846892337,12.856124223180434,79.61237077511771,0.1621942063925546,217,0,88
47.05407937199547,78.5674846892337,12.856124223180434,79.61237077511771,0.1621942063925546,225,0,94
49.55407937199547,78.5674846892337,12.856124223180434,79.61237077511771,0.1621942063925546,233,0,100
52.05407937199547,78.5674846892337,12.856124223180434,79.61237077511771,0.1621942063925546,241,18,106
54.55407937199547,78.5674846892337,12.856124223180434,79.61237077511771,0.1621942063925546,249,34,112
44.55407937199547,87.49966053696268,14.317710561802674,88.66333757430553,0.1621942063925546,228,0,86
47.05407937199547,87.49966053696268,14.317710561802674,88.66333757430553,0.1621942063925546,236,0,92
49.55407937199547,87.49966053696268,14.317710561802674,88.66333757430553,0.1621942063925546,244,0,98
52.05407937199547,87.49966053696268,14.317710561802674,88.66333757430553,0.1621942063925546,252,0,104
54.55407937199547,87.49966053696268,14.317710561802674,88.66333757430553,0.1621942063925546,255,0,110
44.55407937199547,49.80835727023436,16.465830629949618,52.45947037755428,0.31927383907204426,183,63,81
47.05407937199547,49.80835727023436,16.465830629949618,52.45947037755428,0.31927383907204426,191,70,87
49.55407937199547,49.80835727023436,16.465830629949618,52.45947037755428,0.31927383907204426,198,76,93
52.05407937199547,49.80835727023436,16.465830629949618,52.45947037755428,0.31927383907204426,206,83,99
54.55407937199547,49.80835727023436,16.465830629949618,52.45947037755428,0.31927383907204426,213,90,105
44.55407937199547,58.40192073418929,19.30672256576469,61.510437176742094,0.31927383907204426,194,49,77
47.05407937199547,58.40192073418929,19.30672256576469,61.510437176742094,0.31927383907204426,202,56,82
49.55407937199547,58.40192073418929,19.30672256576469,61.510437176742094,0.31927383907204426,210,64,88
52.05407937199547,58.40192073418929,19.30672256576469,61.510437176742094,0.31927383907204426,218,71,94
54.55407937199547,58.40192073418929,19.30672256576469,61.510437176742094,0.31927383907204426,225,78,100
44.55407937199547,66.99548419814421,22.147614501579767,70.5614039759299,0.31927383907204426,205,25,73
47.05407937199547,66.99548419814421,22.147614501579767,70.5614039759299,0.31927383907204426,213,37,78
49.55407937199547,66.99548419814421,22.147614501579767,70.5614039759299,0.31927383907204426,221,47,84
52.05407937199547,66.99548419814421,22.147614501579767,70.5614039759299,0.31927383907204426,229,56,90
54.55407937199547,66.99548419814421,22.147614501579767,70.5614039759299,0.31927383907204426,237,64,96
44.55407937199547,75.58904766209913,24.98850643739484,79.61237077511771,0.31927383907204426,216,0,69
47.05407937199547,75.58904766209913,24.98850643739484,79.61237077511771,0.31927383907204426,224,0,75
49.55407937199547,75.58904766209913,24.98850643739484,79.61237077511771,0.31927383907204426,232,13,80
52.05407937199547,75.58904766209913,24.98850643739484,79.61237077511771,0.31927383907204426,240,30,86
54.55407937199547,75.58904766209913,24.98850643739484,79.61237077511771,0.31927383907204426,248,43,92
44.55407937199547,84.18261112605406,27.829398373209916,88.66333757430553,0.31927383907204426,227,0,65
47.05407937199547,84.18261112605406,27.829398373209916,88.66333757430553,0.31927383907204426,235,0,71
49.55407937199547,84.18261112605406,27.829398373209916,88.66333757430553,0.31927383907204426,243,0,76
52.05407937199547,84.18261112605406,27.829398373209916,88.66333757430553,0.31927383907204426,251,0,82
54.55407937199547,84.18261112605406,27.829398373209916,88.66333757430553,0.31927383907204426,255,0,88
44.55407937199547,46.61931033396833,24.054852655517337,52.45947037755428,0.4763534717515339,181,66,68
47.05407937199547,46.61931033396833,24.054852655517337,52.45947037755428,0.4763534717515339,189,73,74
49.55407937199547,46.61931033396833,24.054852655517337,52.45947037755428,0.4763534717515339,196,80,80
52.05407937199547,46.61931033396833,24.054852655517337,52.45947037755428,0.4763534717515339,204,86,86
54.55407937199547,46.61931033396833,24.054852655517337,52.45947037755428,0.4763534717515339,211,93,92
44.55407937199547,54.66265936126463,28.205098000685698,61.510437176742094,0.4763534717515339,192,54,62
47.05407937199547,54.66265936126463,28.205098000685698,61.510437176742094,0.4763534717515339,200,62,68
49.55407937199547,54.66265936126463,28.205098000685698,61.510437176742094,0.4763534717515339,207,69,73
