L,a,b,c,h,r,g,b2
52.05407937199547,54.66265936126463,28.205098000685698,61.510437176742094,0.4763534717515339,215,76,79
54.55407937199547,54.66265936126463,28.205098000685698,61.510437176742094,0.4763534717515339,223,83,85
44.55407937199547,62.70600838856094,32.35534334585406,70.5614039759299,0.4763534717515339,202,38,56
47.05407937199547,62.70600838856094,32.35534334585406,70.5614039759299,0.4763534717515339,210,47,61
49.55407937199547,62.70600838856094,32.35534334585406,70.5614039759299,0.4763534717515339,218,55,67
52.05407937199547,62.70600838856094,32.35534334585406,70.5614039759299,0.4763534717515339,226,63,73
54.55407937199547,62.70600838856094,32.35534334585406,70.5614039759299,0.4763534717515339,234,71,79
44.55407937199547,70.74935741585723,36.50558869102242,79.61237077511771,0.4763534717515339,212,0,50
47.05407937199547,70.74935741585723,36.50558869102242,79.61237077511771,0.4763534717515339,220,20,55
49.55407937199547,70.74935741585723,36.50558869102242,79.61237077511771,0.4763534717515339,228,34,61
52.05407937199547,70.74935741585723,36.50558869102242,79.61237077511771,0.4763534717515339,237,45,66
54.55407937199547,70.74935741585723,36.50558869102242,79.61237077511771,0.4763534717515339,245,54,72
44.55407937199547,78.79270644315355,40.65583403619078,88.66333757430553,0.4763534717515339,222,0,44
47.05407937199547,78.79270644315355,40.65583403619078,88.66333757430553,0.4763534717515339,230,0,49
49.55407937199547,78.79270644315355,40.65583403619078,88.66333757430553,0.4763534717515339,239,0,55
52.05407937199547,78.79270644315355,40.65583403619078,88.66333757430553,0.4763534717515339,247,5,60
54.55407937199547,78.79270644315355,40.65583403619078,88.66333757430553,0.4763534717515339,255,28,66
44.55407937199547,42.2823412566595,31.0515643752273,52.45947037755428,0.6334331044310235,177,71,56
47.05407937199547,42.2823412566595,31.0515643752273,52.45947037755428,0.6334331044310235,185,78,62
49.55407937199547,42.2823412566595,31.0515643752273,52.45947037755428,0.6334331044310235,192,84,67
52.05407937199547,42.2823412566595,31.0515643752273,52.45947037755428,0.6334331044310235,200,91,73
54.55407937199547,42.2823412566595,31.0515643752273,52.45947037755428,0.6334331044310235,208,97,79
44.55407937199547,49.57742189990019,36.40897031547629,61.510437176742094,0.6334331044310235,187,62,47
47.05407937199547,49.57742189990019,36.40897031547629,61.510437176742094,0.6334331044310235,195,69,53
49.55407937199547,49.57742189990019,36.40897031547629,61.510437176742094,0.6334331044310235,203,75,59
52.05407937199547,49.57742189990019,36.40897031547629,61.510437176742094,0.6334331044310235,210,82,65
54.55407937199547,49.57742189990019,36.40897031547629,61.510437176742094,0.6334331044310235,218,89,70
44.55407937199547,56.87250254314087,41.766376255725284,70.5614039759299,0.6334331044310235,197,50,39
47.05407937199547,56.87250254314087,41.766376255725284,70.5614039759299,0.6334331044310235,205,57,44
49.55407937199547,56.87250254314087,41.766376255725284,70.5614039759299,0.6334331044310235,212,65,50
52.05407937199547,56.87250254314087,41.766376255725284,70.5614039759299,0.6334331044310235,220,72,56
54.55407937199547,56.87250254314087,41.766376255725284,70.5614039759299,0.6334331044310235,228,79,61
44.55407937199547,64.16758318638155,47.12378219597427,79.61237077511771,0.6334331044310235,206,32,29
47.05407937199547,64.16758318638155,47.12378219597427,79.61237077511771,0.6334331044310235,214,42,35
49.55407937199547,64.16758318638155,47.12378219597427,79.61237077511771,0.6334331044310235,222,51,41
52.05407937199547,64.16758318638155,47.12378219597427,79.61237077511771,0.6334331044310235,230,59,47
54.55407937199547,64.16758318638155,47.12378219597427,79.61237077511771,0.6334331044310235,238,67,52
44.55407937199547,71.46266382962223,52.48118813622327,88.66333757430553,0.6334331044310235,215,0,19
47.05407937199547,71.46266382962223,52.48118813622327,88.66333757430553,0.6334331044310235,223,14,25
49.55407937199547,71.46266382962223,52.48118813622327,88.66333757430553,0.6334331044310235,231,30,31
52.05407937199547,71.46266382962223,52.48118813622327,88.66333757430553,0.6334331044310235,240,41,37
54.55407937199547,71.46266382962223,52.48118813622327,88.66333757430553,0.6334331044310235,248,51,43
44.55407937199547,36.904240610566376,37.28368352578536,52.45947037755428,0.7905127371105132,172,77,44
47.05407937199547,36.904240610566376,37.28368352578536,52.45947037755428,0.7905127371105132,179,83,50
49.55407937199547,36.904240610566376,37.28368352578536,52.45947037755428,0.7905127371105132,187,89,56
52.05407937199547,36.904240610566376,37.28368352578536,52.45947037755428,0.7905127371105132,194,96,62
54.55407937199547,36.904240610566376,37.28368352578536,52.45947037755428,0.7905127371105132,202,102,68
44.55407937199547,43.27142377333027,43.716332946655115,61.510437176742094,0.7905127371105132,181,70,33
47.05407937199547,43.27142377333027,43.716332946655115,61.510437176742094,0.7905127371105132,188,76,39
49.55407937199547,43.27142377333027,43.716332946655115,61.510437176742094,0.7905127371105132,196,83,45
52.05407937199547,43.27142377333027,43.716332946655115,61.510437176742094,0.7905127371105132,204,89,50
54.55407937199547,43.27142377333027,43.716332946655115,61.510437176742094,0.7905127371105132,212,96,56
44.55407937199547,49.63860693609416,50.14898236752487,70.5614039759299,0.7905127371105132,189,61,19
47.05407937199547,49.63860693609416,50.14898236752487,70.5614039759299,0.7905127371105132,197,68,26
49.55407937199547,49.63860693609416,50.14898236752487,70.5614039759299,0.7905127371105132,205,75,32
52.05407937199547,49.63860693609416,50.14898236752487,70.5614039759299,0.7905127371105132,213,81,38
54.55407937199547,49.63860693609416,50.14898236752487,70.5614039759299,0.7905127371105132,221,88,44
44.55407937199547,56.00579009885805,56.581631788394624,79.61237077511771,0.7905127371105132,197,51,1
47.05407937199547,56.00579009885805,56.581631788394624,79.61237077511771,0.7905127371105132,205,58,8
49.55407937199547,56.00579009885805,56.581631788394624,79.61237077511771,0.7905127371105132,213,65,17
52.05407937199547,56.00579009885805,56.581631788394624,79.61237077511771,0.7905127371105132,221,73,24
54.55407937199547,56.00579009885805,56.581631788394624,79.61237077511771,0.7905127371105132,229,80,31
44.55407937199547,62.37297326162195,63.01428120926439,88.66333757430553,0.7905127371105132,205,36,0
47.05407937199547,62.37297326162195,63.01428120926439,88.66333757430553,0.7905127371105132,213,46,0
49.55407937199547,62.37297326162195,63.01428120926439,88.66333757430553,0.7905127371105132,221,54,0
52.05407937199547,62.37297326162195,63.01428120926439,88.66333757430553,0.7905127371105132,230,62,3
54.55407937199547,62.37297326162195,63.01428120926439,88.66333757430553,0.7905127371105132,238,70,13
